loan_id,loan_amount,region
165828,16000.0,West
168096,16000.0,West
161965,16000.0,West
163154,16000.0,West
169062,16000.0,West
165851,16000.0,West
168881,16000.0,West
166757,16000.0,West
169113,16000.0,West
162889,16000.0,West
163958,16000.0,West
168261,16000.0,West
165528,16000.0,West
166303,16000.0,West
167543,16000.0,West
167699,16000.0,West
167442,16000.0,West
168168,16000.0,West
164256,16000.0,West
167201,16000.0,West
169403,16000.0,West
164087,16000.0,West
164680,16000.0,West
166136,16000.0,West
167296,16000.0,West
167894,16000.0,West
164893,16000.0,West
167470,16000.0,West
167912,16000.0,West
169327,16000.0,West
168437,16000.0,West
168640,16000.0,West
166580,16000.0,West
164678,16000.0,West
164101,16000.0,West
167161,16000.0,West
164126,16000.0,West
167717,16000.0,West
167864,16000.0,West
163562,16000.0,West
162866,16000.0,West
169109,16000.0,West
166302,16000.0,West
164411,16000.0,West
163986,16000.0,West
167137,16000.0,West
162092,16000.0,West
164153,16000.0,West
167564,16000.0,West
164720,16000.0,West
167407,16000.0,West
164829,16000.0,West
164562,16000.0,West
166763,16000.0,West
168875,16000.0,West
166578,16000.0,West
162239,16000.0,West
166880,16000.0,West
164908,16000.0,West
167277,16000.0,West
167908,16000.0,West
166729,16000.0,West
168957,16000.0,West
164809,16000.0,West
168192,16000.0,West
166275,16000.0,West
162077,16000.0,West
161837,16000.0,West
163697,16000.0,West
165412,16000.0,West
162326,16000.0,West
164172,16000.0,West
165618,16000.0,West
168064,16000.0,West
168006,16000.0,West
165950,16000.0,West
167639,16000.0,West
164603,16000.0,West
164025,16000.0,West
168631,16000.0,West
169434,16000.0,West
168983,16000.0,West
169203,16000.0,West
169447,16000.0,West
162530,16000.0,West
168095,16000.0,West
165693,16000.0,West
166514,16000.0,West
167892,16000.0,West
164719,16000.0,West
166172,16000.0,West
166941,16000.0,West
169473,16000.0,West
165186,16000.0,West
162597,16000.0,West
167809,16000.0,West
168429,16000.0,West
164885,16000.0,West
163592,16000.0,West
165964,16000.0,West
166166,16000.0,West
168641,16000.0,West
168094,16000.0,West
162524,16000.0,West
166936,16000.0,West
168959,16000.0,West
168415,16000.0,West
165519,16000.0,West
169359,16000.0,West
162595,16000.0,West
165070,16000.0,West
166556,16000.0,West
167630,16000.0,West
168652,16000.0,West
166111,16000.0,West
165072,16000.0,West
168225,16000.0,West
165782,16000.0,West
164766,16000.0,West
168727,16000.0,West
165454,16000.0,West
163355,16000.0,West
168183,16000.0,West
162775,16000.0,West
166726,16000.0,West
162489,16000.0,West
166118,16000.0,West
165861,16000.0,West
168621,16000.0,West
166766,16000.0,West
163597,16000.0,West
164587,16000.0,West
165106,16000.0,West
166828,16000.0,West
165077,16000.0,West
163633,16000.0,West
169272,16000.0,West
163521,16000.0,West
165956,16000.0,West
168728,16000.0,West
162816,16000.0,West
164151,16000.0,West
168248,16000.0,West
164371,16000.0,West
167181,16000.0,West
166613,16000.0,West
166519,16000.0,West
162411,16000.0,West
163061,16000.0,West
164559,16000.0,West
165149,16000.0,West
165233,16000.0,West
164965,16000.0,West
162240,16000.0,West
166594,16000.0,West
165374,16000.0,West
168549,16000.0,West
166039,16000.0,West
162195,16000.0,West
165800,16000.0,West
162771,16000.0,West
166376,16000.0,West
165881,16000.0,West
169383,16000.0,West
166423,16000.0,West
164417,16000.0,West
162937,16000.0,West
165452,16000.0,West
166923,16000.0,West
167787,16000.0,West
169395,16000.0,West
162148,16000.0,West
162777,16000.0,West
167460,16000.0,West
168240,16000.0,West
169141,16000.0,West
169457,16000.0,West
168510,16000.0,West
167209,16000.0,West
164023,16000.0,West
166604,16000.0,West
169624,16000.0,West
168397,16000.0,West
165998,16000.0,West
166746,16000.0,West
169125,16000.0,West
166719,16000.0,West
165797,16000.0,West
164716,16000.0,West
161834,16000.0,West
169587,16000.0,West
167178,16000.0,West
165710,16000.0,West
162539,16000.0,West
165968,16000.0,West
163016,16000.0,West
167049,16000.0,West
169298,16000.0,West
166717,16000.0,West
165396,16000.0,West
167828,16000.0,West
169480,16000.0,West
162525,16000.0,West
165577,16000.0,West
164003,16000.0,West
165635,16000.0,West
165466,16000.0,West
166336,16000.0,West
165302,16000.0,West
168946,16000.0,West
163147,16000.0,West
165879,16000.0,West
166864,16000.0,West
167011,16000.0,West
162241,16000.0,West
169140,16000.0,West
162250,16000.0,West
165750,16000.0,West
165996,16000.0,West
167910,16000.0,West
166698,16000.0,West
166670,16000.0,West
163591,16000.0,West
169448,16000.0,West
168717,16000.0,West
163390,16000.0,West
162962,16000.0,West
164502,16000.0,West
167001,16000.0,West
168233,16000.0,West
164325,16000.0,West
165107,16000.0,West
165572,16000.0,West
161838,16000.0,West
166184,16000.0,West
164605,16000.0,West
167119,16000.0,West
164353,16000.0,West
162801,16000.0,West
168497,16000.0,West
167435,16000.0,West
165582,16000.0,West
163424,16000.0,West
163389,16000.0,West
162040,16000.0,West
164356,16000.0,West
165951,16000.0,West
169421,16000.0,West
169562,16000.0,West
162892,16000.0,West
162815,16000.0,West
169059,16000.0,West
165677,16000.0,West
163063,16000.0,West
165286,16000.0,West
167739,16000.0,West
162863,16000.0,West
164004,16000.0,West
166272,16000.0,West
168505,16000.0,West
161777,16000.0,West
165015,16000.0,West
165962,16000.0,West
165483,16000.0,West
168222,16000.0,West
164022,16000.0,West
161836,16000.0,West
163802,16000.0,West
168799,16000.0,West
162012,16000.0,West
162120,16000.0,West
165537,16000.0,West
164154,16000.0,West
164746,16000.0,West
169495,16000.0,West
164432,16000.0,West
166079,16000.0,West
163795,16000.0,West
161968,16000.0,West
166274,16000.0,West
162394,16000.0,West
165941,16000.0,West
162764,16000.0,West
164024,16000.0,West
166855,16000.0,West
166128,16000.0,West
167307,16000.0,West
166518,16000.0,West
166752,16000.0,West
162540,16000.0,West
167661,16000.0,West
168763,16000.0,West
165859,16000.0,West
165935,16000.0,West
167668,16000.0,West
167712,16000.0,West
167788,16000.0,West
166007,16000.0,West
162107,16000.0,West
162031,16000.0,West
165943,16000.0,West
168839,16000.0,West
165432,16000.0,West
168450,16000.0,West
168769,16000.0,West
163961,16000.0,West
166234,16000.0,West
163425,16000.0,West
163630,16000.0,West
169030,16000.0,West
163862,16000.0,West
166831,16000.0,West
165661,16000.0,West
164471,16000.0,West
167484,16000.0,West
168951,16000.0,West
163436,16000.0,West
165148,16000.0,West
168507,16000.0,West
164929,16000.0,West
165754,16000.0,West
168262,16000.0,West
162661,16000.0,West
166751,16000.0,West
169279,16000.0,West
165250,16000.0,West
163124,16000.0,West
163801,16000.0,West
168550,16000.0,West
163563,16000.0,West
165479,16000.0,West
168495,16000.0,West
169552,16000.0,West
163751,16000.0,West
162410,16000.0,West
166470,16000.0,West
169544,16000.0,West
164171,16000.0,West
162439,16000.0,West
163742,16000.0,West
162813,16000.0,West
162944,16000.0,West
166912,16000.0,West
162891,16000.0,West
167521,16000.0,West
168160,16000.0,West
163949,16000.0,West
163960,16000.0,West
164433,16000.0,West
168292,16000.0,West
166741,16000.0,West
167017,16000.0,West
163293,16000.0,West
164602,16000.0,West
163101,16000.0,West
162982,16000.0,West
165871,16000.0,West
162529,16000.0,West
168751,16000.0,West
162537,16000.0,West
169360,16000.0,West
165447,16000.0,West
162412,16000.0,West
166076,16000.0,West
167233,16000.0,West
165963,16000.0,West
162483,16000.0,West
166271,16000.0,West
164244,16000.0,West
167334,16000.0,West
168929,16000.0,West
162395,16000.0,West
162644,16000.0,West
164272,16000.0,West
167456,16000.0,West
168986,16000.0,West
162727,16000.0,West
162393,16000.0,West
162942,16000.0,West
163740,16000.0,West
167829,16000.0,West
168396,16000.0,West
164513,16000.0,West
162618,16000.0,West
167421,16000.0,West
163702,16000.0,West
162678,16000.0,West
162278,16000.0,West
165953,16000.0,West
162425,16000.0,West
164512,16000.0,West
167830,16000.0,West
166557,16000.0,West
165129,16000.0,West
162165,16000.0,West
167458,16000.0,West
166906,16000.0,West
167471,16000.0,West
161963,16000.0,West
162961,16000.0,West
163036,16000.0,West
168285,16000.0,West
168394,16000.0,West
163065,16000.0,West
166513,16000.0,West
165040,16000.0,West
162260,16000.0,West
166456,16000.0,West
169389,16000.0,West
162674,16000.0,West
166821,16000.0,West
167778,16000.0,West
163487,16000.0,West
168197,16000.0,West
162488,16000.0,West
165740,16000.0,West
164333,16000.0,West
167305,16000.0,West
163423,16000.0,West
166866,16000.0,West
164254,16000.0,West
169015,16000.0,West
168842,16000.0,West
165997,16000.0,West
165633,16000.0,West
166647,16000.0,West
169061,16000.0,West
169541,16000.0,West
163863,16000.0,West
165877,16000.0,West
167496,16000.0,West
165984,16000.0,West
169147,16000.0,West
162713,16000.0,West
162738,16000.0,West
162926,16000.0,West
164825,16000.0,West
168451,16000.0,West
166588,16000.0,West
162082,16000.0,West
169194,16000.0,West
165350,16000.0,West
163006,16000.0,West
162588,16000.0,West
162752,16000.0,West
164363,16000.0,West
167457,16000.0,West
164561,16000.0,West
165029,16000.0,West
169513,16000.0,West
167160,16000.0,West
163564,16000.0,West
169585,16000.0,West
163913,16000.0,West
166694,16000.0,West
167783,16000.0,West
162531,16000.0,West
169605,16000.0,West
165495,16000.0,West
162389,16000.0,West
162780,16000.0,West
168294,16000.0,West
169580,16000.0,West
169296,16000.0,West
168048,16000.0,West
164238,16000.0,West
167555,16000.0,West
161797,16000.0,West
161900,16000.0,West
168642,16000.0,West
163509,16000.0,West
167517,16000.0,West
165681,16000.0,West
167865,16000.0,West
168223,16000.0,West
167855,16000.0,West
165369,16000.0,West
165972,16000.0,West
163707,16000.0,West
164916,16000.0,West
162979,16000.0,West
164722,16000.0,West
164044,16000.0,West
164531,16000.0,West
167786,16000.0,West
166537,16000.0,West
162584,16000.0,West
164721,16000.0,West
165651,16000.0,West
162642,16000.0,West
167396,16000.0,West
168161,16000.0,West
169573,16000.0,West
164848,16000.0,West
168075,16000.0,West
165363,16000.0,West
164403,16000.0,West
161964,16000.0,West
167447,16000.0,West
168385,16000.0,West
162153,16000.0,West
164745,16000.0,West
164095,16000.0,West
167620,16000.0,West
164534,16000.0,West
166450,16000.0,West
165928,16000.0,West
168398,16000.0,West
166210,16000.0,West
169309,16000.0,West
162936,16000.0,West
169527,16000.0,West
162078,16000.0,West
163800,16000.0,West
169243,16000.0,West
168743,16000.0,West
169256,16000.0,West
166074,16000.0,West
163038,16000.0,West
166353,16000.0,West
166661,16000.0,West
166673,16000.0,West
163446,16000.0,West
166424,16000.0,West
168228,16000.0,West
161969,16000.0,West
162830,16000.0,West
168116,16000.0,West
164765,16000.0,West
165940,16000.0,West
164074,16000.0,West
165480,16000.0,West
168022,16000.0,West
166195,16000.0,West
165872,16000.0,West
166422,16000.0,West
165731,16000.0,West
167107,16000.0,West
167645,16000.0,West
168121,16000.0,West
164833,16000.0,West
166096,16000.0,West
169375,16000.0,West
163098,16000.0,West
169515,16000.0,West
168496,16000.0,West
167601,16000.0,West
168729,16000.0,West
165469,16000.0,West
166595,16000.0,West
164413,16000.0,West
167495,16000.0,West
169595,16000.0,West
164526,16000.0,West
168159,16000.0,West
162590,16000.0,West
163513,16000.0,West
167453,16000.0,West
168436,16000.0,West
168716,16000.0,West
167808,16000.0,West
167893,16000.0,West
167310,16000.0,West
165287,16000.0,West
162662,16000.0,West
164324,16000.0,West
165471,16000.0,West
164532,16000.0,West
164582,16000.0,West
162831,16000.0,West
167231,16000.0,West
166163,16000.0,West
165084,16000.0,West
164698,16000.0,West
167256,16000.0,West
165520,16000.0,West
167306,16000.0,West
162527,16000.0,West
164894,16000.0,West
165018,16000.0,West
161818,16000.0,West
166087,16000.0,West
165605,16000.0,West
166059,16000.0,West
167434,16000.0,West
167235,16000.0,West
166088,16000.0,West
164130,16000.0,West
164846,16000.0,West
165375,16000.0,West
162528,16000.0,West
168230,16000.0,West
162112,16000.0,West
169050,16000.0,West
163250,16000.0,West
167219,16000.0,West
163060,16000.0,West
163962,16000.0,West
168726,16000.0,West
168221,16000.0,West
161839,16000.0,West
166115,16000.0,West
166863,16000.0,West
166431,16000.0,West
169438,16000.0,West
167281,16000.0,West
166435,16000.0,West
164498,16000.0,West
169164,16000.0,West
166540,16000.0,West
166318,16000.0,West
169228,16000.0,West
165756,16000.0,West
167752,16000.0,West
162778,16000.0,West
164747,16000.0,West
163565,16000.0,West
169014,16000.0,West
168513,16000.0,West
264037,38400.0,West
264019,38400.0,West
264006,38400.0,West
264031,38400.0,West
263995,38400.0,West
264016,38400.0,West
264001,38400.0,West
264020,38400.0,West
131587,12800.0,West
131483,12800.0,West
131538,12800.0,West
131945,12800.0,West
131459,12800.0,West
131524,12800.0,West
131525,12800.0,West
131795,12800.0,West
131990,12800.0,West
131532,12800.0,West
131498,12800.0,West
131835,12800.0,West
131799,12800.0,West
132057,12800.0,West
131508,12800.0,West
131560,12800.0,West
131474,12800.0,West
131952,12800.0,West
131545,12800.0,West
131827,12800.0,West
131580,12800.0,West
131707,12800.0,West
131941,12800.0,West
131649,12800.0,West
131437,12800.0,West
132029,12800.0,West
131995,12800.0,West
132032,12800.0,West
131894,12800.0,West
131460,12800.0,West
131656,12800.0,West
131672,12800.0,West
131579,12800.0,West
131570,12800.0,West
131586,12800.0,West
131755,12800.0,West
131815,12800.0,West
131713,12800.0,West
131554,12800.0,West
131772,12800.0,West
131935,12800.0,West
131528,12800.0,West
131752,12800.0,West
131826,12800.0,West
131728,12800.0,West
131472,12800.0,West
131477,12800.0,West
131678,12800.0,West
131756,12800.0,West
131736,12800.0,West
131936,12800.0,West
131818,12800.0,West
131865,12800.0,West
131550,12800.0,West
131750,12800.0,West
131569,12800.0,West
131685,12800.0,West
132081,12800.0,West
131627,12800.0,West
131488,12800.0,West
131612,12800.0,West
131564,12800.0,West
131583,12800.0,West
131740,12800.0,West
132080,12800.0,West
131747,12800.0,West
132089,12800.0,West
131753,12800.0,West
131951,12800.0,West
131992,12800.0,West
132012,12800.0,West
262248,35200.0,West
262252,35200.0,West
262232,35200.0,West
262242,35200.0,West
80168,9600.0,West
79586,9600.0,West
79072,9600.0,West
78840,9600.0,West
79693,9600.0,West
78946,9600.0,West
79271,9600.0,West
79532,9600.0,West
79570,9600.0,West
79746,9600.0,West
79552,9600.0,West
80150,9600.0,West
79373,9600.0,West
80067,9600.0,West
80108,9600.0,West
79919,9600.0,West
80606,9600.0,West
78975,9600.0,West
80225,9600.0,West
79870,9600.0,West
80486,9600.0,West
78760,9600.0,West
78843,9600.0,West
79699,9600.0,West
80534,9600.0,West
80058,9600.0,West
80055,9600.0,West
79331,9600.0,West
80568,9600.0,West
80224,9600.0,West
79817,9600.0,West
78993,9600.0,West
79465,9600.0,West
79521,9600.0,West
80459,9600.0,West
79067,9600.0,West
79895,9600.0,West
79534,9600.0,West
80179,9600.0,West
80220,9600.0,West
79707,9600.0,West
80500,9600.0,West
78865,9600.0,West
79702,9600.0,West
79903,9600.0,West
78989,9600.0,West
80092,9600.0,West
79556,9600.0,West
79956,9600.0,West
78888,9600.0,West
79833,9600.0,West
78847,9600.0,West
79109,9600.0,West
79289,9600.0,West
78758,9600.0,West
79611,9600.0,West
79533,9600.0,West
80228,9600.0,West
79569,9600.0,West
80012,9600.0,West
79543,9600.0,West
79775,9600.0,West
79377,9600.0,West
79052,9600.0,West
79821,9600.0,West
79940,9600.0,West
79583,9600.0,West
79901,9600.0,West
80559,9600.0,West
79966,9600.0,West
78754,9600.0,West
80460,9600.0,West
80335,9600.0,West
79973,9600.0,West
79904,9600.0,West
79916,9600.0,West
79841,9600.0,West
78988,9600.0,West
79269,9600.0,West
79469,9600.0,West
79022,9600.0,West
79118,9600.0,West
79575,9600.0,West
80258,9600.0,West
79430,9600.0,West
80561,9600.0,West
80292,9600.0,West
79344,9600.0,West
80215,9600.0,West
79531,9600.0,West
79225,9600.0,West
79270,9600.0,West
79741,9600.0,West
79986,9600.0,West
79529,9600.0,West
78906,9600.0,West
80219,9600.0,West
79711,9600.0,West
80285,9600.0,West
80600,9600.0,West
80101,9600.0,West
79539,9600.0,West
80554,9600.0,West
79025,9600.0,West
79143,9600.0,West
78834,9600.0,West
78753,9600.0,West
79538,9600.0,West
80493,9600.0,West
79039,9600.0,West
80221,9600.0,West
80053,9600.0,West
79998,9600.0,West
79952,9600.0,West
79107,9600.0,West
80586,9600.0,West
80535,9600.0,West
80494,9600.0,West
79917,9600.0,West
79227,9600.0,West
79422,9600.0,West
79157,9600.0,West
79144,9600.0,West
79009,9600.0,West
80064,9600.0,West
80109,9600.0,West
80259,9600.0,West
80135,9600.0,West
79516,9600.0,West
79142,9600.0,West
79101,9600.0,West
79961,9600.0,West
79832,9600.0,West
78972,9600.0,West
79659,9600.0,West
79801,9600.0,West
80397,9600.0,West
79305,9600.0,West
80536,9600.0,West
80257,9600.0,West
78824,9600.0,West
79226,9600.0,West
79051,9600.0,West
79953,9600.0,West
80423,9600.0,West
79333,9600.0,West
79700,9600.0,West
79902,9600.0,West
78913,9600.0,West
79683,9600.0,West
78872,9600.0,West
80406,9600.0,West
80093,9600.0,West
79000,9600.0,West
79421,9600.0,West
79698,9600.0,West
78878,9600.0,West
79596,9600.0,West
79816,9600.0,West
80569,9600.0,West
79740,9600.0,West
80017,9600.0,West
79204,9600.0,West
80394,9600.0,West
79232,9600.0,West
80260,9600.0,West
79162,9600.0,West
79398,9600.0,West
80581,9600.0,West
79650,9600.0,West
79943,9600.0,West
80057,9600.0,West
79791,9600.0,West
79751,9600.0,West
79216,9600.0,West
78816,9600.0,West
79001,9600.0,West
80583,9600.0,West
80487,9600.0,West
80477,9600.0,West
80130,9600.0,West
79944,9600.0,West
79939,9600.0,West
79367,9600.0,West
79974,9600.0,West
250235,32000.0,West
248964,32000.0,West
250111,32000.0,West
249000,32000.0,West
249751,32000.0,West
249645,32000.0,West
249145,32000.0,West
249215,32000.0,West
249218,32000.0,West
249075,32000.0,West
249040,32000.0,West
249495,32000.0,West
249344,32000.0,West
249014,32000.0,West
249779,32000.0,West
249901,32000.0,West
249443,32000.0,West
249486,32000.0,West
249886,32000.0,West
249127,32000.0,West
249561,32000.0,West
248730,32000.0,West
250182,32000.0,West
248973,32000.0,West
248877,32000.0,West
250289,32000.0,West
250069,32000.0,West
250096,32000.0,West
250100,32000.0,West
250475,32000.0,West
250326,32000.0,West
248601,32000.0,West
248846,32000.0,West
248586,32000.0,West
249932,32000.0,West
248604,32000.0,West
250421,32000.0,West
248850,32000.0,West
249687,32000.0,West
249364,32000.0,West
248593,32000.0,West
249709,32000.0,West
249476,32000.0,West
249423,32000.0,West
249793,32000.0,West
248583,32000.0,West
248959,32000.0,West
248997,32000.0,West
249395,32000.0,West
248819,32000.0,West
249028,32000.0,West
250001,32000.0,West
250039,32000.0,West
250091,32000.0,West
249487,32000.0,West
248696,32000.0,West
248782,32000.0,West
249688,32000.0,West
248664,32000.0,West
249441,32000.0,West
249367,32000.0,West
249309,32000.0,West
249624,32000.0,West
248582,32000.0,West
248989,32000.0,West
249796,32000.0,West
249083,32000.0,West
250214,32000.0,West
249273,32000.0,West
250489,32000.0,West
249500,32000.0,West
248581,32000.0,West
250098,32000.0,West
249858,32000.0,West
249655,32000.0,West
249580,32000.0,West
250296,32000.0,West
249708,32000.0,West
248642,32000.0,West
249651,32000.0,West
249691,32000.0,West
248966,32000.0,West
249792,32000.0,West
249712,32000.0,West
249212,32000.0,West
249034,32000.0,West
248610,32000.0,West
248927,32000.0,West
248852,32000.0,West
249907,32000.0,West
248870,32000.0,West
249719,32000.0,West
250046,32000.0,West
249617,32000.0,West
248570,32000.0,West
250028,32000.0,West
250058,32000.0,West
249690,32000.0,West
248929,32000.0,West
249352,32000.0,West
248795,32000.0,West
248999,32000.0,West
250154,32000.0,West
249341,32000.0,West
249989,32000.0,West
250101,32000.0,West
249943,32000.0,West
249844,32000.0,West
248908,32000.0,West
249108,32000.0,West
249440,32000.0,West
249783,32000.0,West
250357,32000.0,West
248818,32000.0,West
248751,32000.0,West
250126,32000.0,West
249135,32000.0,West
248853,32000.0,West
249722,32000.0,West
249915,32000.0,West
249013,32000.0,West
250192,32000.0,West
250099,32000.0,West
248789,32000.0,West
249398,32000.0,West
249448,32000.0,West
249255,32000.0,West
249298,32000.0,West
248646,32000.0,West
249331,32000.0,West
248598,32000.0,West
249555,32000.0,West
250178,32000.0,West
249505,32000.0,West
249209,32000.0,West
249952,32000.0,West
250002,32000.0,West
250179,32000.0,West
248954,32000.0,West
249276,32000.0,West
248910,32000.0,West
248996,32000.0,West
250158,32000.0,West
248907,32000.0,West
249563,32000.0,West
249196,32000.0,West
249637,32000.0,West
249842,32000.0,West
249095,32000.0,West
249402,32000.0,West
248788,32000.0,West
